zinc_id,smiles
ZINC000824798495,COc1cccc(CN2CCC[C@@](F)(c3nc(-c4cccnc4)no3)C2)n1
ZINC000824798474,COc1cccc(CN2CCC[C@](F)(c3nc(C)no3)C2)n1
ZINC000824798467,COc1cccc(CN2CCC[C@@](F)(c3nc(C)no3)C2)n1
ZINC000824798430,COc1cccc(CN2CCC[C@](F)(c3nc(-c4ccncc4)no3)C2)n1
ZINC000824798427,COc1cccc(CN2CCC[C@@](F)(c3nc(-c4ccncc4)no3)C2)n1
ZINC000824798424,COc1cccc(CN2CC[C@H](c3nc(C)no3)N(S(C)(=O)=O)CC2)n1
ZINC000824798422,COc1cccc(CN2CC[C@@H](c3nc(C)no3)N(S(C)(=O)=O)CC2)n1
ZINC000824798413,COc1cccc(CN2CCC[C@](F)(c3nc(C4CC4)no3)C2)n1
ZINC000824798411,COc1cccc(CN2CCC[C@@](F)(c3nc(C4CC4)no3)C2)n1
ZINC000824795646,COc1cccc(C(=O)N2CC3(C[C@@H](N4CCN(C)CC4)CO3)C2)c1C
ZINC000824795645,COc1cccc(C(=O)N2CC3(C[C@H](N4CCN(C)CC4)CO3)C2)c1C
ZINC000824788045,COc1cccc(S(=O)(=O)N2CCCN(CC(C)C)[C@H](c3nc(C)no3)C2)c1
ZINC000824788044,COc1cccc(S(=O)(=O)N2CCCN(CC(C)C)[C@@H](c3nc(C)no3)C2)c1
ZINC000824788039,COc1cccc(S(=O)(=O)N2CCCC[C@@H]2CCn2cc(C(=O)NC3CC3)nn2)c1
ZINC000824788038,COc1cccc(S(=O)(=O)N2CCCC[C@H]2CCn2cc(C(=O)NC3CC3)nn2)c1
ZINC000824788035,COc1cccc(S(=O)(=O)N2CCC(C(=O)N3CCC4(CCCCO4)CC3)CC2)c1
ZINC000824788023,COc1cccc(S(=O)(=O)N2CCC(c3nc(-c4cccn4C)no3)CC2)c1
ZINC000824788017,COc1cccc(S(=O)(=O)N2CCOc3ccc(CCC(N)=O)cc3C2)c1
ZINC000824787999,COc1cccc(S(=O)(=O)N2CC(N3C[C@@H](C(=O)NC4CC4)CC3=O)C2)c1
ZINC000824787998,COc1cccc(S(=O)(=O)N2CC(N3C[C@H](C(=O)NC4CC4)CC3=O)C2)c1
ZINC000824787991,COc1cccc(S(=O)(=O)N2CC[C@@H](c3nc(N(C)C)ncc3C(=O)NC(C)C)C2)c1
ZINC000824787990,COc1cccc(S(=O)(=O)N2CC[C@H](c3nc(N(C)C)ncc3C(=O)NC(C)C)C2)c1
ZINC000824787987,COc1cccc(S(=O)(=O)N2C[C@@H]3CN(C)C[C@H](C2)O3)c1
ZINC000824787961,COc1cccc(S(=O)(=O)N2CC(N3C[C@H](C(=O)NCc4ccccc4)CC3=O)C2)c1
ZINC000824787959,COc1cccc(S(=O)(=O)N2CC(N3C[C@@H](C(=O)NCc4ccccc4)CC3=O)C2)c1
ZINC000824787955,COc1cccc(S(=O)(=O)N2C[C@H]3C(=O)N(CC(C)C)CCN3C(=O)[C@@H]2C)c1
ZINC000824787952,COc1cccc(S(=O)(=O)N2CCC(Cc3ccc(CCNC(C)=O)cc3)CC2)c1
ZINC000824787929,COc1cccc(S(=O)(=O)N2CCCC[C@@H]2CCn2cc(C(=O)N3CCCC3)nn2)c1
ZINC000824787927,COc1cccc(S(=O)(=O)N2CCCC[C@H]2CCn2cc(C(=O)N3CCCC3)nn2)c1
ZINC000824787825,COc1cccc(S(=O)(=O)N2CCC3(CC2)C[C@@H](CCOCC2CC2)CCO3)c1
ZINC000824787824,COc1cccc(S(=O)(=O)N2CCC3(CC2)C[C@H](CCOCC2CC2)CCO3)c1
ZINC000824787787,COc1cccc(S(=O)(=O)N2CCc3c(C(N)=O)nc(-c4ccccc4)n3CC2)c1
ZINC000824787777,COc1cccc(S(=O)(=O)N2CC3(C[C@@H](CC(=O)N4CCOCC4)CO3)C2)c1
ZINC000824787772,COc1cccc(S(=O)(=O)N2CC3(C[C@H](CC(=O)N4CCOCC4)CO3)C2)c1
ZINC000824787768,COc1cccc(S(=O)(=O)N2C[C@@H](CNC(C)=O)C3(CCCCC3)C2)c1
ZINC000824787766,COc1cccc(S(=O)(=O)N2C[C@H](CNC(C)=O)C3(CCCCC3)C2)c1
ZINC000824787750,COc1cccc(S(=O)(=O)N2CCC(F)(C(=O)NCc3ccccc3)CC2)c1
ZINC000824787747,COc1cccc(S(=O)(=O)N2CCOc3ccc(NC(=O)C4CC4)cc3C2)c1
ZINC000824787738,COc1cccc(S(=O)(=O)N2CCCN(Cc3ccccc3)[C@@H](c3nc(C)no3)C2)c1
ZINC000824787736,COc1cccc(S(=O)(=O)N2CCCN(Cc3ccccc3)[C@H](c3nc(C)no3)C2)c1
ZINC000824787735,COc1cccc(S(=O)(=O)N2CCC(F)(C(=O)NC3CC3)CC2)c1
ZINC000824787704,COc1cccc(S(=O)(=O)N2CC[C@@H](Cn3c(C)cnc3-c3cccnc3)C2)c1
ZINC000824787701,COc1cccc(S(=O)(=O)N2CC[C@H](Cn3c(C)cnc3-c3cccnc3)C2)c1
ZINC000824787672,COc1cccc(S(=O)(=O)N2CC[C@@H](n3c(C)cnc3-c3ccncc3)C2)c1
ZINC000824787671,COc1cccc(S(=O)(=O)N2CC[C@H](n3c(C)cnc3-c3ccncc3)C2)c1
ZINC000824787650,COc1cccc(S(=O)(=O)N2CCc3nn(Cc4ccccc4)c(=O)n3CC2)c1
ZINC000824787273,COc1cccc(-c2cc(C(=O)N3CC4(C[C@@H](N5CCCCC5)CO4)C3)n[nH]2)c1
ZINC000824787272,COc1cccc(-c2cc(C(=O)N3CC4(C[C@H](N5CCCCC5)CO4)C3)n[nH]2)c1
ZINC000824787259,COc1cccc(-c2n[nH]cc2CN2CCC[C@](F)(c3nc(C4CC4)no3)C2)c1
ZINC000824787258,COc1cccc(-c2n[nH]cc2CN2CCC[C@@](F)(c3nc(C4CC4)no3)C2)c1
ZINC000824787251,COc1cccc(-c2cc(C(=O)N3CC4(C[C@@H](N(C)Cc5ccccc5)CO4)C3)n[nH]2)c1
ZINC000824787250,COc1cccc(-c2cc(C(=O)N3CC4(C[C@H](N(C)Cc5ccccc5)CO4)C3)n[nH]2)c1
ZINC000824781981,COc1cccc(NC(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccncc4)n3)C2)c1
ZINC000824781974,COc1cccc(NC(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccncc4)n3)C2)c1
ZINC000824781970,COc1cccc(NC(=O)N2CCC[C@](F)(c3nc(-c4ccncc4)no3)C2)c1
ZINC000824781969,COc1cccc(NC(=O)N2CCC[C@@](F)(c3nc(-c4ccncc4)no3)C2)c1
ZINC000824781966,COc1cccc(NC(=O)N2CCC[C@@](F)(c3nc(C4CC4)no3)C2)c1
ZINC000824781965,COc1cccc(NC(=O)N2CCC[C@](F)(c3nc(C4CC4)no3)C2)c1
ZINC000824781301,COc1cccc(CNC(=O)c2nn(C)c3c2COCC3)c1
ZINC000824781090,COc1cccc(CN2CC[C@@H](n3c(C)cnc3-c3ccncc3)C2)c1
ZINC000824781089,COc1cccc(CN2CC[C@H](n3c(C)cnc3-c3ccncc3)C2)c1
ZINC000824781085,COc1cccc(CN2CCC[C@@H](Cn3c(C)cnc3-c3ccncc3)C2)c1
ZINC000824781084,COc1cccc(CN2CCC[C@H](Cn3c(C)cnc3-c3ccncc3)C2)c1
ZINC000824781081,COc1cccc(CN2CCC(F)(C(=O)N3CCOCC3)CC2)c1
ZINC000824781065,COc1cccc(CN2CCOc3ccc(CCC(=O)N4CCOCC4)cc3C2)c1
ZINC000824781057,COc1cccc(CN2CC(Cn3c(C)cnc3-c3ccncc3)C2)c1
ZINC000824781047,COc1cccc(CN2CC(n3cc(C(=O)NCC4CC4)nn3)C2)c1
ZINC000824781045,COc1cccc(CN2CCC(F)(C(=O)NCc3ccccc3)CC2)c1
ZINC000824781038,COc1cccc(CN2CC[C@@H](n3c(C)cnc3-c3cccnc3)C2)c1
ZINC000824781037,COc1cccc(CN2CC[C@H](n3c(C)cnc3-c3cccnc3)C2)c1
ZINC000824781031,COc1cccc(CN2CCC(F)(C(=O)N3CCCC3)CC2)c1
ZINC000824781028,COc1cccc(CN2CCC[C@@H](Cn3c(C)cnc3-c3cccnc3)C2)c1
ZINC000824781027,COc1cccc(CN2CCC[C@H](Cn3c(C)cnc3-c3cccnc3)C2)c1
ZINC000824781026,COc1cccc(CN2CC[C@@H](n3c(C)cnc3C3CCOCC3)C2)c1
ZINC000824781025,COc1cccc(CN2CC[C@H](n3c(C)cnc3C3CCOCC3)C2)c1
ZINC000824781021,COc1cccc(CN2CCC(n3c(C4CC4)nn(C)c3=O)CC2)c1
ZINC000824781016,COc1cccc(CN2CCC(Cc3ccc(CCC(=O)NC4CC4)cc3)CC2)c1
ZINC000824781007,COc1cccc(CN2CC(c3nc(CCN(C)C(=O)C4CCOCC4)no3)C2)c1
ZINC000824776205,COc1cccc(CCC(=O)N2CCC[C@@](CC3CC3)(c3noc(C)n3)C2)c1
ZINC000824776204,COc1cccc(CCC(=O)N2CCC[C@](CC3CC3)(c3noc(C)n3)C2)c1
ZINC000824776203,COc1cccc(CCC(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4cccnc4)n3)C2)c1
ZINC000824776202,COc1cccc(CCC(=O)N2CCC[C@](CC3CC3)(c3noc(-c4cccnc4)n3)C2)c1
ZINC000824776200,COc1cccc(CCC(=O)N2CC3(C[C@@H](N(C)Cc4ccccc4)CO3)C2)c1
ZINC000824776199,COc1cccc(CCC(=O)N2CC3(C[C@H](N(C)Cc4ccccc4)CO3)C2)c1
ZINC000824776194,COc1cccc(CCC(=O)N2CCC[C@@](F)(c3nc(-c4ccccc4)no3)C2)c1
ZINC000825290499,Cc1cc(CN2CCC[C@](F)(c3nc(C4CC4)no3)C2)n(C)n1
ZINC000825290498,Cc1cc(CN2CCC[C@@](F)(c3nc(C4CC4)no3)C2)n(C)n1
ZINC000825290493,Cc1cc(CN2CCC(CC3CC3)(c3noc(C4CCOCC4)n3)CC2)n(C)n1
ZINC000825290479,Cc1cc(CN2CCC[C@@](F)(c3nc(-c4cccnc4)no3)C2)n(C)n1
ZINC000825290478,Cc1cc(CN2CCC[C@](F)(c3nc(-c4cccnc4)no3)C2)n(C)n1
ZINC000825290471,Cc1cc(CN2CCC[C@H](CCc3noc(-c4cccnc4)n3)C2)n(C)n1
ZINC000825290470,Cc1cc(CN2CCC[C@@H](CCc3noc(-c4cccnc4)n3)C2)n(C)n1
ZINC000825286496,Cc1cc(C(=O)NCCN(C2CCOCC2)C2CCN(C(C)C)CC2)n(C)n1
ZINC000825286465,Cc1cc(C(=O)N2CC[C@@H](n3c(C)cnc3-c3ccccc3)C2)n(C)n1
ZINC000825286463,Cc1cc(C(=O)N2CC[C@H](n3c(C)cnc3-c3ccccc3)C2)n(C)n1
ZINC000825286460,Cc1cc(C(=O)N2CCC(CC3CC3)(c3noc(-c4ccncc4)n3)CC2)n(C)n1
ZINC000825286431,Cc1cc(C(=O)N2CCC[C@@](F)(c3nc(-c4cccnc4)no3)C2)n(C)n1
ZINC000825286426,Cc1cc(C(=O)N2CCC[C@](F)(c3nc(-c4cccnc4)no3)C2)n(C)n1
ZINC000825286215,Cc1cc(C(=O)N2CCC[C@@H](n3c(C)cnc3C3CCC3)C2)n(C)n1
ZINC000825286211,Cc1cc(C(=O)N2CCC[C@H](n3c(C)cnc3C3CCC3)C2)n(C)n1
ZINC000825286193,Cc1cc(C(=O)N2CC[C@H](c3nc(-c4cccn4C)no3)C2)n(C)n1
ZINC000825286190,Cc1cc(C(=O)N2CC[C@@H](c3nc(-c4cccn4C)no3)C2)n(C)n1
ZINC000825286184,Cc1cc(C(=O)N2CCC[C@@](F)(C(=O)NCc3cccnc3)C2)n(C)n1
ZINC000825286181,Cc1cc(C(=O)N2CCC[C@](F)(C(=O)NCc3cccnc3)C2)n(C)n1
ZINC000825286174,Cc1cc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(C4CCOCC4)n3)C2)n(C)n1
ZINC000825286168,Cc1cc(C(=O)N2CCC[C@](CC3CC3)(c3noc(C4CCOCC4)n3)C2)n(C)n1
ZINC000825286138,Cc1cc(C(=O)N2CC[C@@H](Cn3c(C)cnc3-c3ccccc3)C2)n(C)n1
ZINC000825286135,Cc1cc(C(=O)N2CC[C@H](Cn3c(C)cnc3-c3ccccc3)C2)n(C)n1
ZINC000825286111,Cc1cc(C(=O)NCCN(C2CCOCC2)C2CCN(C(=O)C3CC3)CC2)n(C)n1
ZINC000825286055,Cc1cc(C(=O)N2CC[C@@H](n3c(C)cnc3C3CC3)C2)n(C)n1
ZINC000825286039,Cc1cc(C(=O)N2CC[C@H](n3c(C)cnc3C3CC3)C2)n(C)n1
ZINC000825285979,Cc1cc(C(=O)N2CCC(F)(C(=O)NCc3ccccc3)CC2)n(C)n1
ZINC000825285949,Cc1cc(C(=O)N2CC(n3cc(COCc4ccccc4)nn3)C2)n(C)n1
ZINC000825285880,Cc1cc(C(=O)N2CCC(CCn3c(C)cnc3-c3cccnc3)CC2)n(C)n1
ZINC000825285811,Cc1cc(C(=O)N2CC[C@](c3nnnn3C3CCCC3)(N(C)C)C2)n(C)n1
ZINC000825285807,Cc1cc(C(=O)N2CC[C@@](c3nnnn3C3CCCC3)(N(C)C)C2)n(C)n1
ZINC000825285752,Cc1cc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)n(C)n1
ZINC000825285751,Cc1cc(C(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)n(C)n1
ZINC000825285750,Cc1cc(C(=O)N2CCC(c3nc(-c4cccn4C)no3)CC2)n(C)n1
ZINC000825285749,Cc1cc(C(=O)N2CCC[C@](F)(c3nc(C4CC4)no3)C2)n(C)n1
ZINC000825285748,Cc1cc(C(=O)N2CCC[C@@](F)(c3nc(C4CC4)no3)C2)n(C)n1
ZINC000825285745,Cc1cc(C(=O)N2CCC(CCn3c(C)cnc3C3CCC3)CC2)n(C)n1
ZINC000825285732,Cc1cc(C(=O)N2CCC[C@@](F)(c3nc(-c4ccncc4)no3)C2)n(C)n1
ZINC000825285731,Cc1cc(C(=O)N2CCC[C@](F)(c3nc(-c4ccncc4)no3)C2)n(C)n1
ZINC000825285723,Cc1cc(C(=O)N2CCOc3ccc(N(C)C)cc3C2)n(C)n1
ZINC000825285703,Cc1cc(C(=O)N2CCC3(CC2)C[C@@H](CCOc2ccncc2)CCO3)n(C)n1
ZINC000825285700,Cc1cc(C(=O)N2CCC3(CC2)C[C@H](CCOc2ccncc2)CCO3)n(C)n1
ZINC000825285651,Cc1cc(C(=O)N2CCC(CC3CC3)(c3noc(-c4cccnc4)n3)CC2)n(C)n1
ZINC000825285650,Cc1cc(C(=O)N2CCC(CCn3c(C)cnc3-c3ccncc3)CC2)n(C)n1
ZINC000825284853,Cc1ncsc1CN1CCC[C@](F)(c2nc(-c3cccnc3)no2)C1
ZINC000825284851,Cc1ncsc1CN1CCC[C@@](F)(c2nc(-c3cccnc3)no2)C1
ZINC000825284805,Cc1nn(C)c(=O)n1C1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC000825284802,Cc1nn(C)c(=O)n1C1CCN(Cc2cccn2C)CC1
ZINC000825284781,Cc1nn(C)c(=O)n1C1CCN(Cc2ccccc2)CC1
ZINC000825284751,Cc1ncsc1CN1CCC[C@H](CCc2noc(-c3cccnc3)n2)C1
ZINC000825284750,Cc1ncsc1CN1CCC[C@@H](CCc2noc(-c3cccnc3)n2)C1
ZINC000825284742,Cc1ncsc1CN1CCC[C@@H](Cn2c(C)cnc2-c2ccncc2)C1
ZINC000825284741,Cc1ncsc1CN1CCC[C@H](Cn2c(C)cnc2-c2ccncc2)C1
ZINC000825284726,Cc1ncsc1CN1CCC[C@](F)(c2nc(-c3ccncc3)no2)C1
ZINC000825284725,Cc1ncsc1CN1CCC[C@@](F)(c2nc(-c3ccncc3)no2)C1
ZINC000825282637,Cc1ncccc1C(=O)N1CCC(CCn2c(C)cnc2-c2cccnc2)CC1
ZINC000825282635,Cc1ncccc1C(=O)N1CCC(F)(C(=O)NCc2ccccc2)CC1
ZINC000825282629,Cc1ncccc1C(=O)N1CC(n2cc(COCc3ccccc3)nn2)C1
ZINC000825282626,Cc1ncccc1C(=O)N1CCC(F)(C(=O)N2CCOCC2)CC1
ZINC000825282605,Cc1ncccc1C(=O)N1CCC(CCn2c(C)cnc2C2CC2)CC1
ZINC000825281194,Cc1cc(C(=O)NCCN(C2CCOCC2)C2CCN(C(=O)C3CC3)CC2)ccn1
ZINC000825281193,Cc1cc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4cccnc4)n3)C2)ccn1
ZINC000825281192,Cc1cc(C(=O)N2CCC[C@](CC3CC3)(c3noc(-c4cccnc4)n3)C2)ccn1
ZINC000825281186,Cc1cc(C(=O)N2CCC[C@](CC3CC3)(c3noc(C)n3)C2)ccn1
ZINC000825281185,Cc1cc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(C)n3)C2)ccn1
ZINC000825276879,Cc1cnc(C)n1[C@H]1CCCN(C(=O)C2(c3ccccc3)CC2)C1
ZINC000825276878,Cc1cnc(C)n1[C@@H]1CCCN(C(=O)C2(c3ccccc3)CC2)C1
ZINC000825276867,Cc1ncc(COCc2ccccc2)c([C@@H]2CCCN(C(=O)c3ccncn3)C2)n1
ZINC000825276866,Cc1ncc(COCc2ccccc2)c([C@H]2CCCN(C(=O)c3ccncn3)C2)n1
ZINC000825276807,Cc1ncc(COCC2CC2)c([C@@H]2CCCN(C(=O)c3ccncc3F)C2)n1
ZINC000825276805,Cc1ncc(COCC2CC2)c([C@H]2CCCN(C(=O)c3ccncc3F)C2)n1
ZINC000825276793,Cc1cnc(C)n1CC1CCN(S(=O)(=O)c2cccc3cccnc23)CC1
ZINC000825276791,Cc1cnc(C)n1C[C@@H]1CCCN(C(=O)c2ccnn2C)C1
ZINC000825276788,Cc1cnc(C)n1C[C@H]1CCCN(C(=O)c2ccnn2C)C1
ZINC000825276736,Cc1cnc(C)n1CCNC(=O)c1n[nH]c2ccccc12
ZINC000825276718,Cc1ncc(COCC2CC2)c([C@@H]2CCCN(C(=O)c3ccoc3)C2)n1
ZINC000825276713,Cc1ncc(COCC2CC2)c([C@H]2CCCN(C(=O)c3ccoc3)C2)n1
ZINC000825276704,Cc1noc(C)c1S(=O)(=O)N1CCC(Cn2c(C)cnc2C)CC1
ZINC000825276699,Cc1cnc(C(=O)N2CCC(Cn3c(C)cnc3C)CC2)cn1
ZINC000825276657,Cc1cnc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(C)n3)C2)cn1
ZINC000825276656,Cc1cnc(C(=O)N2CCC[C@](CC3CC3)(c3noc(C)n3)C2)cn1
ZINC000825276638,Cc1cnc(C(=O)N2CC[C@@H](c3nc(C)no3)N(S(C)(=O)=O)CC2)cn1
ZINC000825276637,Cc1cnc(C(=O)N2CC[C@H](c3nc(C)no3)N(S(C)(=O)=O)CC2)cn1
ZINC000825276624,Cc1ncc(COCC2CC2)c([C@H]2CCCN(C(=O)c3cc(C)oc3C)C2)n1
ZINC000825276621,Cc1ncc(COCC2CC2)c([C@@H]2CCCN(C(=O)c3cc(C)oc3C)C2)n1
ZINC000825276605,Cc1ncc(COCC2CC2)c([C@@H]2CCCN(C(=O)c3cccs3)C2)n1
ZINC000825276604,Cc1ncc(COCC2CC2)c([C@H]2CCCN(C(=O)c3cccs3)C2)n1
ZINC000825276603,Cc1cnc(C)n1[C@@H]1CCN(C(=O)c2nccc3ccccc23)C1
ZINC000825276602,Cc1cnc(C)n1[C@H]1CCN(C(=O)c2nccc3ccccc23)C1
ZINC000825276600,Cc1cnc(C)n1C[C@@H]1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)C1
ZINC000825276597,Cc1cnc(C)n1C[C@H]1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)C1
ZINC000825276583,Cc1ncc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)cn1
ZINC000825276582,Cc1ncc(C(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)cn1
ZINC000825272344,Cc1nc(C)c(C(=O)NCCN(C2CCOCC2)C2CCN(C(=O)C3CC3)CC2)s1
ZINC000825272310,Cc1nc(C)c(C(=O)NCCN(C2CCOCC2)C2CCN(S(C)(=O)=O)CC2)s1
ZINC000825272287,Cc1nc(C)c(C(=O)N2CCC(F)(C(=O)NCc3ccncc3)CC2)s1
ZINC000825272279,Cc1nc(C)c(C(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)s1
ZINC000825272276,Cc1nc(C)c(C(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)s1
ZINC000825272234,Cc1nc(C)c(C(=O)N2CCC(CCn3c(C)cnc3C3CCC3)CC2)s1
ZINC000825272228,Cc1nc(C)c(C(=O)N2CCC[C@@H](Cn3c(C)cnc3C3CCC3)C2)s1
ZINC000825272223,Cc1nc(C)c(C(=O)N2CCC[C@H](Cn3c(C)cnc3C3CCC3)C2)s1
ZINC000825272212,Cc1nc(C)c(C(=O)N2CCC(CCn3c(C)cnc3-c3ccncc3)CC2)s1
ZINC000825272209,Cc1nc(C)c(C(=O)N2CC[C@](c3nnnn3C3CCCC3)(N(C)C)C2)s1
ZINC000825272208,Cc1nc(C)c(C(=O)N2CC[C@@](c3nnnn3C3CCCC3)(N(C)C)C2)s1
ZINC000825272199,Cc1nc(C)c(C(=O)N2CCC(CC3CC3)(c3noc(-c4cccnc4)n3)CC2)s1
ZINC000825272190,Cc1nc(C)c(C(=O)N2CCC(Cc3ccc(COCc4ccncc4)cc3)CC2)s1
ZINC000825272129,Cc1nc(C)c(C(=O)NCCN(C2CCOCC2)C2CCN(C(C)C)CC2)s1
ZINC000825272113,CC(=O)N1CCC(N(CCNC(=O)c2sc(C)nc2C)C2CCOCC2)CC1
ZINC000825262200,Cc1cc(C(=O)NCCN(C2CCOCC2)C2CCN(S(C)(=O)=O)CC2)n[nH]1
ZINC000825262199,Cc1cc(C(=O)N2CCCC[C@H]2CCn2cc(C(=O)N(C)C)nn2)n[nH]1
ZINC000825262198,Cc1cc(C(=O)N2CCCC[C@@H]2CCn2cc(C(=O)N(C)C)nn2)n[nH]1
ZINC000825262191,Cc1cc(C(=O)N2CCOc3ccc(N(C)C)cc3C2)n[nH]1
ZINC000825262179,Cc1cc(C(=O)NCCN(C2CCOCC2)C2CCN(C(=O)C3CC3)CC2)n[nH]1
ZINC000825262176,Cc1cc(C(=O)N2CCC(CCn3c(C)cnc3-c3ccccc3)CC2)n[nH]1
ZINC000825262075,Cc1cc(C(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)n[nH]1
ZINC000825262072,Cc1cc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)n[nH]1
ZINC000825262028,Cc1cc(C(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccncc4)n3)C2)n[nH]1
ZINC000825262024,Cc1cc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccncc4)n3)C2)n[nH]1
ZINC000825261871,Cc1nc([C@@H]2CN(C(=O)c3ccccc3)CCCN2C(=O)c2ccncc2)n[nH]1
ZINC000825261870,Cc1nc([C@H]2CN(C(=O)c3ccccc3)CCCN2C(=O)c2ccncc2)n[nH]1
ZINC000825261851,Cc1cc(C(=O)N2CCCN(Cc3ccccc3)[C@@H](c3n[nH]c(C)n3)C2)n(C)n1
ZINC000825261850,Cc1cc(C(=O)N2CCCN(Cc3ccccc3)[C@H](c3n[nH]c(C)n3)C2)n(C)n1
ZINC000825261666,Cc1nc([C@H]2CN(C(=O)c3ccc(C)c(F)c3)CCCN2Cc2ccccc2)n[nH]1
ZINC000825261656,Cc1nc([C@@H]2CN(C(=O)c3ccc(C)c(F)c3)CCCN2Cc2ccccc2)n[nH]1
ZINC000825261537,Cc1nc([C@H]2CN(CC3CCCCC3)CCCN2C(=O)c2ccncc2)n[nH]1
ZINC000825261536,Cc1nc([C@@H]2CN(CC3CCCCC3)CCCN2C(=O)c2ccncc2)n[nH]1
ZINC000825261529,Cc1nc([C@@H]2CN(S(=O)(=O)c3ccccc3)CCCN2C(=O)c2ccncc2)n[nH]1
ZINC000825261528,Cc1nc([C@H]2CN(S(=O)(=O)c3ccccc3)CCCN2C(=O)c2ccncc2)n[nH]1
ZINC000825261508,Cc1cc(C)n(CCC(=O)N2CCCN(C(=O)C(C)C)[C@@H](c3n[nH]c(C)n3)C2)n1
ZINC000825261507,Cc1cc(C)n(CCC(=O)N2CCCN(C(=O)C(C)C)[C@H](c3n[nH]c(C)n3)C2)n1
ZINC000825253716,Cc1cnn(CC(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4cccnc4)n3)C2)c1
ZINC000825253698,Cc1cnn(CC(=O)N2CCC[C@](CC3CC3)(c3noc(-c4cccnc4)n3)C2)c1
ZINC000825253646,Cc1cnn(CC(=O)N2CC[C@](c3nnnn3C3CCCC3)(N(C)C)C2)c1
ZINC000825253644,Cc1cnn(CC(=O)N2CC[C@@](c3nnnn3C3CCCC3)(N(C)C)C2)c1
ZINC000825253422,Cc1cnn(CCC(=O)N2CC[C@@](c3nnnn3C3CCCC3)(N(C)C)C2)c1
ZINC000825253420,Cc1cnn(CCC(=O)N2CC[C@](c3nnnn3C3CCCC3)(N(C)C)C2)c1
ZINC000825253369,Cc1cnn(CCC(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccncc4)n3)C2)c1
ZINC000825253358,Cc1cnn(CCC(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccncc4)n3)C2)c1
ZINC000825253327,CC(=O)N1CCC([C@@H]2CN(C(=O)Cn3cc(C)cn3)C[C@H]2COc2ccccc2)CC1
ZINC000825253323,Cc1cnn(CCC(=O)N2CCC3(CC2)C[C@H](CCOc2ccncc2)CCO3)c1
ZINC000825253322,Cc1cnn(CCC(=O)N2CCC3(CC2)C[C@@H](CCOc2ccncc2)CCO3)c1
ZINC000825253282,Cc1cnn(CC(=O)N2CCC(CCc3noc(N(C)C)n3)CC2)c1
ZINC000825253271,Cc1cnn(CCC(=O)N2CCC[C@@](CC3CC3)(c3noc(C4CCOCC4)n3)C2)c1
ZINC000825253269,Cc1cnn(CCC(=O)N2CCC[C@](CC3CC3)(c3noc(C4CCOCC4)n3)C2)c1
ZINC000825253230,Cc1cnn(Cc2cc(C(=O)N3CCC[C@](F)(C(=O)N4CCOCC4)C3)no2)c1
ZINC000825253229,Cc1cnn(Cc2cc(C(=O)N3CCC[C@@](F)(C(=O)N4CCOCC4)C3)no2)c1
ZINC000825253205,Cc1cnn(CC(=O)N2CCC[C@@](CC3CC3)(c3noc(C4CCOCC4)n3)C2)c1
ZINC000825253203,Cc1cnn(CC(=O)N2CCC[C@](CC3CC3)(c3noc(C4CCOCC4)n3)C2)c1
ZINC000825249936,Cc1cncc(C(=O)N2CCC[C@@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)c1
ZINC000825249934,Cc1cncc(C(=O)N2CCC[C@](CC3CC3)(c3noc(-c4ccccn4)n3)C2)c1
ZINC000825249929,Cc1cncc(C(=O)N2C[C@@H](COc3ccccc3)[C@H](C3CCN(C(=O)C(C)C)CC3)C2)c1
ZINC000824776193,COc1cccc(CCC(=O)N2CCC[C@](F)(c3nc(-c4ccccc4)no3)C2)c1
ZINC000824776192,COc1cccc(CCC(=O)N2C[C@@H]3CN(C(C)=O)C[C@]3(C(=O)N3CCCC3)C2)c1
